rank,lig_id,zinc_id,affinity,delta_vs_AMP,arm,tanimoto_to_amp,can_smiles
3998,Z42607,16264839,-7.129,1.65,diversity,0.091,O=c1/c(=C/c2ccccc2Br)sc2ncnn12
3999,Z31272,218999555,-7.128,1.65,enrichment,0.163,O=C(N[C@@H]1COCC[C@@H]1OCC1CC1)c1ncn[nH]1
4000,Z08186,15942543,-7.128,1.65,enrichment,0.137,Cn1cnc(S(=O)(=O)NCc2ccc(Br)cc2)c1
4001,Z04345,299781616,-7.128,1.65,diversity,0.090,CCOCCOc1cccc(NC(=O)N[C@@H]2C=CS(=O)(=O)C2)c1
4002,Z17146,20607722,-7.127,1.65,diversity,0.111,NC(=O)c1nc(-c2ccccc2Br)oc1N
4003,Z42554,1565506535,-7.127,1.65,diversity,0.112,Cc1onc(C(=O)N[C@H]2CCOC[C@@H]2OCCN(C)C)c1CO
4004,Z28767,670434604,-7.125,1.65,enrichment,0.148,Cn1cnc(S(=O)(=O)NCCCN2CCCC[C@H]2CO)c1
4005,Z05602,221292880,-7.125,1.65,enrichment,0.134,CNc1cc(C(=O)N[C@@H]2COCC[C@H]2OC)ccn1
4006,Z42690,45072156,-7.124,1.65,diversity,0.072,O[C@@H]1CCC2CC[C@@H](O)C21CCC1OCCCO1
4007,Z28708,22063851,-7.122,1.66,diversity,0.086,COC(=O)[C@H]1O[C@@H](OC)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
4008,Z11381,426386894,-7.122,1.66,diversity,0.087,Cc1cccc(Cl)c1NC(=O)N[C@@H]1CNC[C@H]1O
4009,Z38546,91848258,-7.121,1.66,enrichment,0.134,Nc1ccc(C(=O)N2C[C@H]3CC[C@@H]2CN(C2CCOCC2)C3)cn1
4010,Z36908,2325878534,-7.12,1.66,diversity,0.074,CSCC[C@H](O)CC(=O)N1C[C@H]2CN(C(=O)[C@@H](C)C(F)(F)F)C[C@H]2C1
4011,Z09167,952977180,-7.119,1.66,enrichment,0.143,CN(C)c1ncc(/C=C/C(=O)N2C[C@@H](O)CO2)cn1
4012,Z06574,1565514947,-7.119,1.66,enrichment,0.136,CCc1nccn1CCC(=O)N[C@@H]1[C@H]2CCO[C@H]2[C@H]1COC
4013,Z49630,534676207,-7.119,1.66,enrichment,0.133,Cc1ncn(C)c1C(=O)N[C@@H](C)C1CCN(C)CC1
4014,Z37694,43762576,-7.118,1.66,diversity,0.091,COC(=O)C(CC[C@]1(C)[C@@H](O)C=CC[C@@H]1C)C(=O)OC
4015,Z22491,1918363,-7.118,1.66,diversity,0.072,Nn1c(SCCCCSc2nnc(C(F)(F)F)n2N)nnc1C(F)(F)F
4016,Z34036,534579070,-7.117,1.66,diversity,0.060,Cc1cc(C)c2c(c1)C(=O)N1C[C@H](N(C)C)C[C@H]1C(=O)N2
4017,Z34928,12718784,-7.117,1.66,diversity,0.075,CN(C)c1ncc2c(n1)CCC[C@@H]2NS(C)(=O)=O
4018,Z13247,1772810494,-7.116,1.66,diversity,0.110,CCc1ncc(S(=O)(=O)N2CCC[C@@H]2C2(O)CC2)[nH]1
4019,Z49111,6706420,-7.116,1.66,diversity,0.095,O=S(=O)(Nc1ccon1)c1cc(F)ccc1F
4020,Z03183,253489857,-7.115,1.66,diversity,0.106,CCSc1nc(CC(=O)N2CC[C@](C)(O)[C@H](O)C2)cs1
4021,Z15427,35163608,-7.114,1.66,diversity,0.066,CC1(C)NC(=O)N(Cc2nnsc2Cl)C1=O
4022,Z19990,2382391411,-7.111,1.67,diversity,0.105,CCc1nc([C@@H]2C[C@H](N)[C@@H](O)C2)n(C(C)(C)C)n1
4023,Z28472,2325823197,-7.111,1.67,diversity,0.071,Cc1nc(CNc2cnccc2-n2ccnn2)co1
4024,Z12093,250644131,-7.11,1.67,enrichment,0.197,O=C(OC[C@@H]1CO1)[C@@H]1C[C@@H]2O[C@@H]2C[C@H]1C(=O)OC[C@H]1CO1
4025,Z22528,1887434952,-7.11,1.67,diversity,0.085,C[C@]1(CC(=O)O)OC(C(F)(F)F)(C(F)(F)F)OC1=O
4026,Z09923,67771283,-7.11,1.67,diversity,0.089,O=C(O)c1cc(-n2cc(CCO)cn2)ccc1F
4027,Z32331,534666947,-7.109,1.67,enrichment,0.138,CCCn1ncnc1[C@H](C)NC(=O)c1ccn(C)c1C
4028,Z03926,1565526131,-7.109,1.67,enrichment,0.133,CN(C)S(=O)(=O)CCCN1CC[C@H](Nc2ncccn2)[C@@H](O)C1
4029,Z02384,40387208,-7.109,1.67,diversity,0.063,C[C@@H]1CCCC[C@@H]1N1CN=C(NS(C)(=O)=O)NC1
4030,Z36893,2382362085,-7.108,1.67,diversity,0.067,C/C=C(\C)CN1CC[C@H](N2CCC(O)CC2)[C@@H](O)C1
4031,Z48345,95520899,-7.107,1.67,enrichment,0.134,CC(C)c1nccn1[C@H](C)C(=O)NCCc1nnc(N)s1
4032,Z09196,51321551,-7.107,1.67,diversity,0.118,CCN(CC(=O)Nc1ccccc1OC)Cc1noc(C)n1
4033,Z41133,220362146,-7.106,1.67,enrichment,0.158,O=C(NCc1cncn1C1CC1)c1cnc(O)cn1
4034,Z20081,1704310120,-7.106,1.67,diversity,0.101,CO[C@@H]1C[C@H](C(=O)N(C)Cc2ccccc2)CC[C@@H]1O
4035,Z29820,219377863,-7.105,1.67,enrichment,0.150,COc1cc(C(=O)NCc2cccnc2N)ccc1F
4036,Z28195,7344298,-7.105,1.67,enrichment,0.149,CC(C)(C)NC(=O)CSc1ncnc2[nH]cnc12
4037,Z49575,1772706523,-7.105,1.67,diversity,0.093,O=C(CC1=CCCC1)N1C[C@H]2[C@@H](C1)C2(CO)CO
4038,Z15281,4686963,-7.105,1.67,diversity,0.101,CC(C)=CCC[C@]1(C)OC(=O)N(CCC(N)=O)[C@@]1(C)O
4039,Z21185,433163,-7.104,1.67,enrichment,0.133,CCOc1cc(C(=O)NN2CCOCC2)cc(OCC)c1OCC
4040,Z23480,534639962,-7.103,1.68,diversity,0.110,CCCc1ncncc1C(=O)N[C@H](C)c1ncc(C)[nH]1
4041,Z43118,219816603,-7.101,1.68,enrichment,0.152,CC[C@H](NC(=O)c1ccc(N)nc1)c1ncnn1CC
4042,Z24944,91624582,-7.1,1.68,enrichment,0.139,COCCn1ccnc1[C@H]1CCCN(C(=O)N2CCCC2)C1
4043,Z09943,534639368,-7.099,1.68,enrichment,0.134,CCCc1ncncc1C(=O)NCCc1nc(N)n[nH]1
4044,Z36197,53021870,-7.099,1.68,diversity,0.087,CCOC(=O)/C=C1\S[C@@H](N2CCCCC2)C(=O)N1C
4045,Z46392,67842842,-7.098,1.68,diversity,0.061,CN(CCNC(=O)C[C@@H]1C[C@@H]2C=C[C@H]1C2)S(C)(=O)=O
4046,Z13968,65395807,-7.098,1.68,diversity,0.084,COC(=O)[C@@H](NCC(=O)Nc1ccc(N(C)C(C)=O)cc1)C1CC1
4047,Z39373,37367314,-7.097,1.68,diversity,0.052,O=C(O)C1(NS(=O)(=O)c2ccccc2F)CCCC1
4048,Z34062,2356170167,-7.097,1.68,diversity,0.080,CS(=O)(=O)c1ccc(N2CCc3nc(-c4ccccc4)nn3CC2)nc1
4049,Z45728,59722095,-7.096,1.68,enrichment,0.143,CC(C)(C)OC(=O)N1CCN(Cc2csc(N)n2)CC1
4050,Z39064,22203923,-7.096,1.68,enrichment,0.139,CNC(=O)c1ncn(Cc2ccccc2)c1C(=O)NC
4051,Z14769,113648158,-7.096,1.68,enrichment,0.136,CN1CCO[C@@H](CNc2ncccc2C(N)=O)C1
4052,Z18151,1529099384,-7.096,1.68,diversity,0.072,Cn1nc2c(c1NC(=O)[C@@H]1CCCN1)CSC2
4053,Z43703,1857728406,-7.095,1.68,enrichment,0.148,COCCN(C)C[C@H](O)C1CCN(c2cc(-n3cccn3)ncn2)CC1
4054,Z36664,426668330,-7.095,1.68,enrichment,0.134,COC[C@@H](NC(=O)c1ccn(C(C)C)n1)c1ccccn1
4055,Z28301,95911098,-7.095,1.68,diversity,0.091,CC1(C)CC(N2C(=O)C=CC2=O)CC(C)(C)N1[O]
4056,Z08719,670471043,-7.095,1.68,diversity,0.026,C[C@H](CN1CCN(C)CC1)N1CCC2(CCCC2)C1
4057,Z46954,2356166634,-7.094,1.68,enrichment,0.138,CCn1ncc(C(=O)NC)c1NC(=O)COC[C@@H]1CCCO1
4058,Z14096,1565530221,-7.093,1.69,enrichment,0.155,CCn1ccc(C(=O)N[C@@H]2[C@H]3CCO[C@H]3[C@H]2COC)n1
4059,Z19129,244866690,-7.093,1.69,diversity,0.111,CCN(CCn1cc[nH]c1=O)Cc1nc(C)no1
4060,Z35061,57218767,-7.093,1.69,diversity,0.132,COc1cc(C(=O)O)n(-c2ncccc2Cl)n1
4061,Z03245,534655138,-7.092,1.69,enrichment,0.143,COCCn1cnnc1CN(C)C(=O)NCC[C@H]1CCCOC1
4062,Z00578,252483951,-7.092,1.69,enrichment,0.134,COCCN1C[C@@H](Cc2ccnc3c2ccn3C)CC1=O
4063,Z11415,20282060,-7.092,1.69,diversity,0.085,NC(=O)N[C@H](CC(=O)O)c1ccc(Br)cc1
4064,Z04870,1772703925,-7.091,1.69,diversity,0.125,CCc1cnc(N)nc1NC[C@H]1CC[C@H](C(=O)NC)CC1
4065,Z06803,299797244,-7.09,1.69,enrichment,0.141,COC[C@H](C)C1CCN(C(=O)c2c(C)ncn2C)CC1
4066,Z13186,1875244343,-7.09,1.69,diversity,0.128,COc1c(N)ccnc1-c1cccc(CC(=O)O)c1
4067,Z07918,584886122,-7.088,1.69,enrichment,0.163,Cc1ncncc1C(=O)NC[C@@H]1CC(=O)N(C2CC2)C1
4068,Z37931,299775613,-7.088,1.69,enrichment,0.157,COCCn1cnnc1CCNC(=O)c1cnc(N)nc1C
4069,Z35496,215383833,-7.087,1.69,diversity,0.062,CCCc1cc(CN(C)Cc2cnc(N(C)C)nc2)[nH]n1
4070,Z24252,828778334,-7.086,1.69,enrichment,0.141,O=C(C1CCC1)N1CCC[C@H](c2ncnn2CCO)C1
4071,Z27167,322106,-7.086,1.69,diversity,0.081,CCN1C(=S)N(CC)[C@]2(O)c3ccccc3C(=O)[C@]12O
4072,Z42907,2325781532,-7.086,1.69,diversity,0.105,O=C(N=c1cns[nH]1)N1[C@H]2CC[C@@H]1C[C@H](O)C2
4073,Z31165,3249696,-7.083,1.7,diversity,0.081,CC(C)CNc1c(N)n(CC(C)C)c(=O)[nH]c1=O
4074,Z03143,952989073,-7.083,1.7,diversity,0.080,Cc1nc(-c2ccc(NC(=O)[C@@H](N)CCCCN(C)C)cc2)n[nH]1
4075,Z10793,1857686604,-7.082,1.7,enrichment,0.137,N[C@H]1C[C@@H](O)CN(CCOc2ccc(Cl)cc2)C1
4076,Z43448,230548510,-7.081,1.7,enrichment,0.134,CCOC(=O)[C@H]1c2c(ncn2C)CCN1C(=O)OC(C)(C)C
4077,Z31084,2325864244,-7.081,1.7,diversity,0.092,C[C@@H](NC1=NC[C@]2(CO)COCCN12)c1ccns1
4078,Z17247,1529180218,-7.08,1.7,enrichment,0.139,O[C@@H]1CN(Cc2ccoc2)C[C@H]1Cc1ccccn1
4079,Z01647,95356109,-7.08,1.7,diversity,0.101,CCc1csc(Cn2cc(-c3cncnc3)nn2)n1
4080,Z47878,505563,-7.08,1.7,diversity,0.093,Nc1nnnn1NCc1ccc(Cl)cc1Cl
4081,Z01091,14749661,-7.079,1.7,diversity,0.092,CCCN(CC1CC1)[C@@H]1CCc2c(c(C(=O)NC)nn2C)C1
4082,Z12117,2325886046,-7.079,1.7,diversity,0.072,CSc1cccc(C(=O)N(CCO)S(=O)(=O)C(F)(F)F)n1
4083,Z03328,2325889434,-7.079,1.7,diversity,0.078,C=CC(=O)N1CCC[C@H](C(=O)N2CCN(S(C)(=O)=O)c3ccccc3C2)C1
4084,Z22451,281718,-7.079,1.7,diversity,0.083,CC(=O)N1CCN2C(=O)[C@H]1CCCC(=O)c1cc(C)ccc12
4085,Z30088,78273,-7.076,1.7,diversity,0.105,OCCN(CCO)c1ncnc2sc3c(c12)CCCC3
4086,Z45018,1616084535,-7.075,1.7,enrichment,0.160,O=C(C1CCC1)N1C[C@H](Cc2cnccn2)[C@@H](O)C1
4087,Z39318,1772818429,-7.075,1.7,enrichment,0.137,CCc1ncnc(N2C[C@H]3[C@@H](C2)C3(CO)CO)c1F
4088,Z09421,39434494,-7.075,1.7,diversity,0.067,C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)NC(C1CC1)C1CC1
4089,Z46278,952989051,-7.075,1.7,diversity,0.100,CCCC[C@H]1C=CCN1S(=O)(=O)c1cn[nH]c1
4090,Z06346,222759414,-7.073,1.71,enrichment,0.133,CCO[C@H]1CN(C(=O)CSc2nccc(C)n2)C[C@@H]1O
4091,Z28081,1130194,-7.073,1.71,diversity,0.079,COC(=O)CN1C(=S)N(C)C(=O)/C1=C/c1cc(OC)c(O)cc1Br
4092,Z31621,4840485,-7.072,1.71,enrichment,0.135,O=C(C[C@H](C(=O)O)n1cncn1)c1ccc(Br)cc1
4093,Z26809,426472593,-7.072,1.71,diversity,0.066,O=C(O)CCC(=O)N[C@@H]1COC2(CCCCC2)C1
4094,Z12491,1529103523,-7.071,1.71,enrichment,0.163,CN(C)S(=O)(=O)C[C@@H]1CN(Cc2nccn2C2CC2)C[C@H]1O
4095,Z36289,16606338,-7.069,1.71,diversity,0.071,Cc1ccnc(S[C@@H](C)C(=O)NC2=NCCS2)n1
4096,Z07559,67458656,-7.069,1.71,diversity,0.091,CN(CC(=O)c1ccc(O)cc1)C(=O)[C@H]1CCCO1
4097,Z16307,91745803,-7.068,1.71,enrichment,0.134,CCc1nccn1CCC(=O)N1C[C@@H](C(=O)O)[C@H](C(C)C)C1
4098,Z08671,584895121,-7.068,1.71,enrichment,0.133,CCc1ncc(C(=O)NC[C@H]2CC(=O)N(CCOC)C2)cn1
4099,Z25624,97813886,-7.067,1.71,diversity,0.101,COCc1cccc(C(=O)NCC(=O)NC(C)C)n1
4100,Z41821,426420521,-7.067,1.71,diversity,0.094,CC(C)c1nc(CN(C)C(=O)[C@@H]2COC(=O)N2)cs1
4101,Z44426,1565529119,-7.066,1.71,enrichment,0.143,CCOc1ccnc(N[C@H]2CS(=O)(=O)C[C@@H]2O)n1
4102,Z26207,1209106,-7.065,1.71,enrichment,0.156,CCOC(=O)c1cnn(CCOc2ccccc2)c1N
4103,Z27788,91713145,-7.065,1.71,enrichment,0.140,COCCC[C@@]1(CO)CCCN(C(=O)c2ccnc(N)c2)C1
4104,Z02711,19745779,-7.065,1.71,diversity,0.098,Cc1cc(N)n(Cc2nc(-c3ccsc3)no2)n1
4105,Z25022,72148479,-7.064,1.71,enrichment,0.150,NC(=O)CC[C@@H]1CCCN(Cc2cccnc2N)C1
4106,Z48493,988403,-7.064,1.71,diversity,0.081,COc1cc(-c2n[nH]c(=S)n2N)cc(OC)c1OC
4107,Z19739,3683846,-7.063,1.72,diversity,0.091,CC(C)NC[C@@H](O)COc1cc2c(cn1)CCCC2
4108,Z11858,426360029,-7.06,1.72,diversity,0.085,Cc1ccc(OCCS(=O)(=O)NC[C@@H]2CCCN2)cc1
4109,Z45914,426361868,-7.06,1.72,diversity,0.107,Cc1cnc(C)c(Sc2nnc(CN)n2C)n1
4110,Z14404,2325756129,-7.059,1.72,diversity,0.083,CC1(CS(=O)(=O)N2CCC(C3CCC3)CC2)COC1
4111,Z25513,299798567,-7.058,1.72,diversity,0.092,Cc1cc(C)n(CCN(C)C(=O)C2(Cn3ccnc3)CC2)n1
4112,Z29652,171579380,-7.056,1.72,diversity,0.086,CC(C)(C)c1csc(CNC(=O)CCNS(C)(=O)=O)n1
4113,Z29663,95518098,-7.055,1.72,diversity,0.076,CNC(=O)CCN(C)C(=O)[C@H](c1ccccc1C)N(C)C
4114,Z29967,108049049,-7.054,1.72,enrichment,0.147,CC(C)c1cc(N2CCN(C)[C@@H](CO)C2)ncn1
4115,Z16309,216054787,-7.054,1.72,enrichment,0.134,CCOc1ncccc1C(=O)NC[C@@H]1COCCO1
4116,Z23735,20457698,-7.054,1.72,diversity,0.081,NS(=O)(=O)c1ccc(CCNCc2ccncc2)cc1
4117,Z11337,299793263,-7.054,1.72,diversity,0.085,COCC(=O)Nc1nc2c(s1)C(=O)C[C@H](C(=O)O)C2
4118,Z08426,670467593,-7.054,1.72,diversity,0.099,Cc1ccc(SC2CCN(S(N)(=O)=O)CC2)cc1
4119,Z49379,2325794655,-7.052,1.73,diversity,0.072,CC(=O)NCC(C)(C)C(=O)N[C@H]1[C@@H]2CN(C(=O)[C@H]3CC[C@H]4C[C@H]4CC3)C[C@@H]21
4120,Z17784,353121478,-7.05,1.73,enrichment,0.150,COCC1CCN(C(=O)N[C@@H](C)c2ncnn2C)CC1
4121,Z31722,42453695,-7.05,1.73,enrichment,0.141,CCCc1cc2c(=O)n(CCC(N)=O)cnc2s1
4122,Z40707,1772717194,-7.049,1.73,diversity,0.053,COC(=O)[C@@H]1CNC[C@H](NC(=O)C(F)(F)F)C1
4123,Z25575,1232222,-7.048,1.73,diversity,0.063,O=S1(=O)C=C[C@@H](Sc2nc3ccccc3[nH]2)C1
4124,Z02654,1166229378,-7.047,1.73,enrichment,0.167,COC[C@]12COC[C@H]1CN(c1ncncc1C(=O)OC)C2
4125,Z20036,2386275883,-7.047,1.73,enrichment,0.151,CCCn1cnc2c(OC)c(OC)c(OC)cc2c1=O
4126,Z05449,2325826532,-7.047,1.73,diversity,0.096,CCOC(=O)[C@@H](NC(=O)c1ccc2c(c1)COCCN2)[C@H](O)c1ccncc1
4127,Z40642,23550152,-7.047,1.73,diversity,0.090,COc1cccc2c(C)cc(N(CCO)CCO)nc12
4128,Z22572,584887377,-7.046,1.73,diversity,0.115,Cc1ccoc1C(=O)N1C[C@H](O)[C@@H](OC(C)C)C1
4129,Z44486,584904341,-7.044,1.73,diversity,0.132,COC(=O)[C@]12C[C@@H]3[C@H]([C@@H]1C(C)=NN2C(C)=O)C3(C)C
4130,Z01366,20255464,-7.043,1.74,enrichment,0.138,Cc1cccc(OCC(=O)NCCN2CCOCC2)c1
4131,Z00730,2356166563,-7.043,1.74,enrichment,0.133,COC[C@@]12COC[C@@H]1CN(c1ccnc(C)c1OC)C2
4132,Z42760,252500122,-7.043,1.74,diversity,0.075,CN(CCCS(=O)(=O)N(C)C)Cc1cnc2ccccc2n1
4133,Z00288,219287458,-7.042,1.74,enrichment,0.163,CC[C@@H]1[C@H](NC(=O)c2csnc2N)[C@@H]2CCO[C@@H]21
4134,Z33166,33995593,-7.042,1.74,diversity,0.081,CCN(C[C@H](O)CS(=O)(=O)O)c1cc(C)cc(C)c1
4135,Z33078,2356145470,-7.042,1.74,diversity,0.110,CCc1cc(CN(C)Cc2ccn3ncnc3c2)on1
4136,Z11998,4197740,-7.041,1.74,diversity,0.118,CC1=C[C@H](C)[C@H]2C(=O)N(CCCN(C)C)C(=O)[C@@H]2C1
4137,Z02402,219663317,-7.041,1.74,diversity,0.108,C[C@@H]1CCCCN1C1CN(Cc2c[nH]nc2C(=O)O)C1
4138,Z09343,1857697710,-7.038,1.74,enrichment,0.139,O=C(CCc1ccncc1)N[C@H]1CCO[C@H](CO)[C@H]1O
4139,Z48096,12420421,-7.038,1.74,enrichment,0.139,CCOc1ccc(NC(=O)[C@H](C)Cn2cncn2)cc1
4140,Z45307,2325809161,-7.038,1.74,diversity,0.074,CC1(C)CC[C@@H](C(=O)NC[C@H]2CNC(C)(C)C2)OC1
4141,Z36558,828032028,-7.037,1.74,diversity,0.067,O=C(CCC(=O)Nc1nncs1)NCc1n[nH]c2c1CCCCC2
4142,Z37446,38222909,-7.037,1.74,diversity,0.066,COC1(OC)C=CC(=O)C=C1NC(=O)OC(C)(C)C
4143,Z32378,1565529741,-7.037,1.74,diversity,0.114,Cc1c[nH]c(C(=O)N2C[C@H](C(C)C)[C@@H](N(C)C)C2)n1
4144,Z17384,65259431,-7.036,1.74,enrichment,0.136,COCCNc1cc(-n2ccnc2C)n2nccc2n1
4145,Z48681,100636319,-7.036,1.74,diversity,0.065,O=[N+]([O-])C(=C1NCCN1)C(=C(Cl)Cl)N1CCOCC1
4146,Z19196,426612622,-7.034,1.74,enrichment,0.148,CC(C)n1ccc(C(=O)NCc2cncn2C2CC2)n1
4147,Z49574,1565527800,-7.034,1.74,enrichment,0.143,NC(=O)CCCC(=O)N[C@H]1CCOC[C@@H]1Oc1ccccn1
4148,Z41976,4353235,-7.034,1.74,enrichment,0.134,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
4149,Z03374,426405168,-7.034,1.74,diversity,0.083,CCCN(CCO)C(=O)Nc1ccc(OC)c(C(=O)NC)c1
4150,Z08086,95384571,-7.033,1.75,diversity,0.083,CCc1c(C)nc(N)nc1N(C)CCCc1cnn(C)c1
4151,Z41130,584902623,-7.033,1.75,diversity,0.113,CCc1ccc2ncn(CC3(C)COC3)c(=O)c2c1
4152,Z41608,13520865,-7.032,1.75,enrichment,0.167,OC[C@H]1O[C@H](Sc2ccccc2)[C@@H](O)[C@@H](O)[C@@H]1O
4153,Z40186,2382308306,-7.032,1.75,diversity,0.074,CC(C)C[C@H]1c2nc(C3CC3)nn2CCN1S(C)(=O)=O
4154,Z21444,2325788005,-7.031,1.75,diversity,0.106,COc1cc(C)c2cc(C(=O)N[C@@H]3CNCc4ccnn4C3)[nH]c2c1
4155,Z29126,2325781562,-7.03,1.75,enrichment,0.134,Cn1ncc(C2CC2)c1C(=O)NC[C@H]1OCCC1(C)C
4156,Z27521,91645455,-7.03,1.75,diversity,0.099,Cc1nc(C(C)C)sc1C(=O)N1CC=C[C@@H]1CO
4157,Z14794,1857705822,-7.03,1.75,diversity,0.067,COC(=O)N1CCCC[C@H]1C(=O)N1CCC(F)CC1
4158,Z46282,31701,-7.028,1.75,diversity,0.091,CCOC(=O)[C@@H]1CCCN(C(=O)N2CCOCC2)C1
4159,Z42911,1721951,-7.027,1.75,diversity,0.068,CCN(CC)[C@@H]1C=CC[C@@H]2[C@H]1S(=O)(=O)C2(C)C
4160,Z17026,952863849,-7.025,1.75,diversity,0.086,CCCn1ncc(CNCc2nc(O)n[nH]2)c1C
4161,Z23533,95378858,-7.025,1.75,diversity,0.105,CCCCSc1nc(N)cc(NC[C@@H]2CCS(=O)(=O)C2)n1
4162,Z15446,534669599,-7.023,1.76,diversity,0.083,C/C=C/CC(=O)N[C@H]1CN(C)S(=O)(=O)c2ccsc21
4163,Z08220,670465612,-7.022,1.76,diversity,0.086,CCc1nnc(CN(C)Cc2cc(=O)c(OC)co2)o1
4164,Z15023,2382341239,-7.019,1.76,enrichment,0.139,COC(=O)C[C@H]1CC[C@@H](CNC(=O)c2ccoc2)N1C
4165,Z12120,223789396,-7.019,1.76,enrichment,0.134,Cc1cccnc1C(=O)NCCCOC1CCN(C)CC1
4166,Z27782,271868,-7.018,1.76,diversity,0.111,O=[S@](C[C@@H](O)COCc1ccc(Cl)cc1)c1ncn[nH]1
4167,Z28144,66348556,-7.018,1.76,diversity,0.127,Oc1nc2ccc(Br)cc2c2ncnn12
4168,Z42035,72143932,-7.016,1.76,diversity,0.102,CC(=O)Nc1nc(C)c(S(=O)(=O)N2CCCn3cncc3C2)s1
4169,Z29819,248065176,-7.015,1.76,enrichment,0.136,COCCN1C(=O)[C@@H]2CC[C@H]1CN(C(=O)c1cc(C(F)(F)F)nn1C)C2
4170,Z44480,84677793,-7.015,1.76,enrichment,0.133,CC(C)(C)OC(=O)N1CCN(c2cncc(N)c2)CC1
4171,Z37873,1857688001,-7.014,1.76,enrichment,0.162,CN1CCN(CCNC(=O)c2cn(C)cn2)C1=O
4172,Z39811,820694752,-7.014,1.76,diversity,0.105,CC(C)[C@@H](CNc1cncc(C(=O)O)n1)N(C)C
4173,Z38001,1529120990,-7.014,1.76,diversity,0.133,COCCN1CC[C@@H](CN(C)Cc2cc(O)nc(O)n2)C1
4174,Z00672,2382391454,-7.013,1.77,enrichment,0.153,CCCO[C@H]1C[C@H](C(=O)NCc2cn(CC)cn2)CC[C@@H]1N
4175,Z15401,19145884,-7.011,1.77,diversity,0.092,CC(C)=CCN1CCC[C@@H](Cn2cc(CCCO)nn2)C1
4176,Z40948,96130262,-7.009,1.77,diversity,0.076,Cc1nc(CCc2cn[nH]c2)n(CC(F)(F)F)n1
4177,Z10607,65536097,-7.007,1.77,diversity,0.096,COC(=O)[C@@H]1C[C@H](NS(=O)(=O)c2ccc(Cl)s2)CN1C
4178,Z38312,2382374132,-7.006,1.77,diversity,0.077,COC1(C(=O)N2C[C@H]3C[C@@H](O)[C@H]3C2)CCNCC1
4179,Z25129,2382399117,-7.005,1.77,enrichment,0.157,COCCn1cncc1CNC(=O)[C@H]1CN(C)CC[C@@H]1O
4180,Z06502,91451933,-7.005,1.77,enrichment,0.140,COCCN1C(=O)[C@H]2CC[C@@H]1CN(C(=O)c1ccc(-n3cnnc3)cc1)C2
4181,Z25919,2100539787,-7.005,1.77,enrichment,0.135,CCN(CC)C(=O)c1ccc(-c2nc(=O)n(C)[nH]2)cc1
4182,Z44728,20606031,-7.004,1.77,diversity,0.095,Brc1c[nH]nc1-c1nn2cnnc2s1
4183,Z43724,1704300292,-7.003,1.78,enrichment,0.156,CO[C@@H]1CCC[C@]12CCCN(c1cc(N)ncn1)C2
4184,Z17639,117955448,-7.003,1.78,diversity,0.082,Cc1ccc(S(=O)(=O)O)c(CCCS(C)(=O)=O)c1
4185,Z15659,95367391,-7.002,1.78,enrichment,0.133,Cc1cccc(C)c1OC1CN(C(=O)[C@@H](N)[C@@H](C)O)C1
4186,Z29874,12374483,-7.002,1.78,diversity,0.078,O=[N+]([O-])N[n+]1cnn(Cc2ccc(Cl)cc2)c1
4187,Z34190,289635,-7.0,1.78,diversity,0.068,COc1cc(OC)c([C@H]2NC(=O)[C@H](C)S2)c(OC)c1
4188,Z16118,97468358,-6.999,1.78,enrichment,0.134,NC(=O)CN1CCN(C(=O)c2cccc3c2OCCO3)C[C@H](O)C1
4189,Z15690,91713279,-6.998,1.78,enrichment,0.136,COCc1cc(N2CC[C@@](O)(C3CC3)[C@H](C)C2)ncn1
4190,Z40725,216915474,-6.998,1.78,diversity,0.060,CCC[C@H]1CN(CCCn2nnnc2C)C[C@@H]1N(C)C
4191,Z47133,2325865539,-6.995,1.78,diversity,0.083,CO[C@@H](C)C(=O)N[C@H]1CC[C@@H](NC(=O)[C@@H](C)OCC(C)C)CC1
4192,Z24981,2234578759,-6.994,1.78,enrichment,0.138,OC[C@]12COC[C@H]1CN(CCOc1ccc(Cl)cc1)C2
4193,Z42290,95829616,-6.994,1.78,diversity,0.095,Nc1ccc(N2CCN(C=O)CC2)c(C(F)(F)F)c1
4194,Z19937,823379585,-6.993,1.79,enrichment,0.147,CCOc1ccc(S(=O)(=O)N2C[C@H](O)[C@@H](OC)C2)cc1
4195,Z37187,615046057,-6.993,1.79,enrichment,0.138,COCCCN(C(=O)c1ncc[nH]1)C1CCN(C)CC1
4196,Z08699,87489399,-6.989,1.79,enrichment,0.141,CCOC(=O)c1cnn(-c2cc(F)ccc2F)c1N
4197,Z03684,72167060,-6.988,1.79,diversity,0.092,O=C(CCN1CCCCO1)N1CC[C@H](O)[C@@H](O)C1
4198,Z36029,534631067,-6.987,1.79,enrichment,0.134,CCOc1ccnc(N[C@H]2CCCN(C(C)=O)C2)n1
4199,Z01616,70632046,-6.987,1.79,diversity,0.081,O=[S@@]1Cc2cc3c(cc2CO1)CO[S@](=O)C3
4200,Z19377,72155904,-6.987,1.79,diversity,0.085,COCc1nc(NCCn2cccc2)c2cnn(C)c2n1
