rank,lig_id,zinc_id,affinity,delta_vs_AMP,arm,tanimoto_to_amp,can_smiles
26,Z33229,1857730275,-9.896,-1.12,enrichment,0.133,CC(C)[C@@H]1CO[C@@]23CCN(C(=O)c4ccccc4-n4cnnc4)[C@@H]2CC(=O)N13
27,Z40611,72470790,-9.882,-1.1,enrichment,0.152,Cc1nn(C)c2ncnc(N3CC[C@]4(C3)C(=O)N(CC(N)=O)c3ccccc34)c12
28,Z36224,46138888,-9.871,-1.09,diversity,0.074,CN1N=C(C(=O)N2CCc3[nH]nc(-c4ccc(F)c(F)c4)c3C2)CCC1=O
29,Z12163,1857716086,-9.862,-1.08,diversity,0.075,O[C@]1(CN2CCN(c3ccccn3)CC2)CCCN(c2nnnn2-c2ccccc2)C1
30,Z44929,91943177,-9.84,-1.06,diversity,0.095,O=C1CC[C@H](c2nc(-c3cn4ccccc4n3)no2)CN1CCN1CCOCC1
31,Z38228,2383348297,-9.834,-1.06,enrichment,0.144,O=C(N[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12)c1cc(F)cc(-c2ncnc3[nH]ncc23)c1
32,Z00099,4282223,-9.829,-1.05,enrichment,0.149,CC(=O)N[C@H]1[C@H](Oc2ccc3c(C)cc(=O)oc3c2)O[C@H](CO)[C@H](O)[C@@H]1O
33,Z01262,2325821653,-9.827,-1.05,diversity,0.104,COC(=O)[C@@H]1CCC2(CCOCC2)CN1Cc1cc(=O)n2[nH]c(=N)[nH]c2n1
34,Z39002,215000941,-9.818,-1.04,diversity,0.084,O=C(NCc1noc(-c2ccc3c(c2)OCO3)n1)c1n[nH]c2c1CCC2
35,Z41264,1506430529,-9.81,-1.03,enrichment,0.144,O=C(Cn1nc2ccccc2n1)NC[C@H]1CCCN(c2ncnc3[nH]cnc23)C1
36,Z49282,2325859047,-9.807,-1.03,diversity,0.113,Cn1nc(CCNC(=O)C(=O)Nc2cnc3c(c2)C[C@H](N)CC3)c2ccccc21
37,Z23032,1506408223,-9.801,-1.02,enrichment,0.151,Cc1cc(=O)c(C(=O)NC[C@@H]2CCCN(c3ncnc4[nH]cnc34)C2)cn1C
38,Z17041,216681683,-9.799,-1.02,diversity,0.090,N#Cc1cccc(N2CC[C@H](N3CCN(c4ccccc4F)CC3)[C@@H](O)C2)n1
39,Z13150,952868332,-9.797,-1.02,diversity,0.115,Cc1ncnc(N2CCN(S(=O)(=O)c3ccc4nc(O)oc4c3)CC2)c1C
40,Z04985,2382389124,-9.786,-1.01,enrichment,0.133,Cc1cc(C[C@H]2CN(C(=O)c3cnc(-c4cccnc4)nc3)C[C@@H]2O)on1
41,Z49439,2100539688,-9.784,-1.01,diversity,0.092,O=C(C1CCN(c2nc3ccc(Cl)cc3o2)CC1)N1CCO[C@@H](c2nn[nH]n2)C1
42,Z03064,2325825848,-9.775,-1.0,diversity,0.056,Cc1ccc(CNCc2c[nH]c(=N)[nH]c2=N)c(-n2cc(Cl)cn2)n1
43,Z45798,299793274,-9.77,-0.99,enrichment,0.143,O=C(COc1cccc(-n2cnnn2)c1)N1CCC2(CC1)OCCC[C@H]2O
44,Z34537,1857672451,-9.762,-0.98,diversity,0.068,N=c1cc(-c2nccn2-c2cccc(N3C(=O)CNC3=O)c2)cc[nH]1
45,Z30182,1857724463,-9.756,-0.98,diversity,0.065,N=c1nc(O)c2c([nH]1)C1(CC2)CCN(C(=O)[C@H]2[C@@H]3CC[C@H]2CN3)CC1
46,Z43527,1489070,-9.743,-0.96,diversity,0.112,Cc1cc(-c2nnc3c4ccccc4c(OCc4cn(C)nn4)nn23)no1
47,Z05876,597856,-9.743,-0.96,diversity,0.097,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4
48,Z21974,2384415079,-9.736,-0.96,enrichment,0.140,Cc1cc(N2CCC3(CC2)C[C@](C)(NC(=O)c2cnccn2)[C@@H](O)CO3)ncn1
49,Z45869,2382384114,-9.731,-0.95,enrichment,0.138,O=C(c1n[nH]c(-n2cnnc2)n1)N1C[C@H](Cc2ccc3ccccc3n2)[C@@H](O)C1
50,Z34840,2325794525,-9.729,-0.95,diversity,0.082,C[C@@H]1CN(C(=O)C23CCC(CC2)C3(C)C)C[C@@H]1CN=c1ccc2nnnn2[nH]1
51,Z37902,209831550,-9.725,-0.95,enrichment,0.144,O=C(c1cc2ncccn2n1)N1CC[C@H](c2ccc3c(c2)OCO3)[C@@H](O)C1
52,Z31864,1857705605,-9.724,-0.95,enrichment,0.133,Cc1cc(C(=O)N[C@@H]2[C@H]3CC[C@@H]2CN(C(=O)c2cnc4cccnn24)C3)no1
53,Z40833,1250228386,-9.723,-0.95,diversity,0.082,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1
54,Z33103,14752355,-9.723,-0.95,diversity,0.078,O=C1N[C@@H](Cc2c[nH]cn2)C(=O)N2CCN(Cc3cnn(-c4ccccc4F)c3)C[C@H]12
55,Z03570,15727637,-9.718,-0.94,enrichment,0.143,Cc1cc(NC(=O)c2c(C)oc3ncnc(N4CCOCC4)c23)no1
56,Z46923,2356167563,-9.715,-0.94,diversity,0.087,COc1ccc(C(=O)N=c2nc3nccc(-c4ccccn4)n3[nH]2)cn1
57,Z31024,2382371037,-9.705,-0.93,enrichment,0.135,Cc1cc(C(=O)N2C[C@H](Cc3cc(C)[nH]n3)[C@@H](O)C2)c2c(C)noc2n1
58,Z33697,2325858548,-9.703,-0.92,diversity,0.075,O=C(N[C@H]1CCCNC1)c1ccc(-c2ccc3nc(O)[nH]c3c2)nn1
59,Z05881,67459749,-9.702,-0.92,diversity,0.098,Cc1[nH]c(=O)[nH]c(=O)c1CN1CCC(n2nccc2NC(=O)C(C)(C)C)CC1
60,Z04953,1857681881,-9.694,-0.92,diversity,0.098,CN1CCC[C@H]1C(=O)N[C@@H]1[C@H]2CC[C@@H]1CN(C(=O)c1cccc(-n3cnnc3)n1)C2
61,Z49314,2384419701,-9.691,-0.91,diversity,0.094,Cc1cc([C@H]2CCCNC2)oc(=O)c1C(=O)N1CCO[C@@]2(C[C@@H]3CC[C@H](C2)N3)C1
62,Z00793,138126699,-9.684,-0.91,diversity,0.088,Cn1ncnc1[C@H]1C2=c3c(cc(F)cc3=N[C@@H]1c1ccc(F)cc1)C(=O)NN2
63,Z44799,2384423380,-9.681,-0.9,enrichment,0.144,Cn1nccc1C(=O)NC[C@H]1[C@@H]2CC[C@@]3(CN(c4nccc5occc45)C[C@@H]13)O2
64,Z32769,2325896418,-9.679,-0.9,diversity,0.081,O=C1CC[C@@H](N2Cc3cc(C(=O)NCC[C@H]4CCCNC4)ccc3C2=O)C(=O)N1
65,Z36499,13730850,-9.678,-0.9,diversity,0.093,Cc1ccc2c(=O)cc(C(=O)N3CCOC34CCN(C)CC4)oc2c1
66,Z01009,2382411755,-9.675,-0.9,diversity,0.074,O=C1CN(CC(=O)N2C[C@@H]3C[C@H](C2)[C@@H]2CCC[C@H](Cc4ccccc4)N2C3)C(=O)N1
67,Z12178,1857708906,-9.674,-0.9,enrichment,0.146,Cc1nnc(N2CCC(N3C[C@@H](COc4ccc(F)cc4)OCC3=O)CC2)o1
68,Z05992,2325773454,-9.674,-0.9,diversity,0.091,O=C(c1ccn([C@@H]2CC2(F)F)n1)N1CCC(c2nc(O)n[nH]2)CC1
69,Z20566,1565526101,-9.668,-0.89,enrichment,0.140,Nc1nc2c(c(C(=O)N[C@H]3CCN(Cc4ccccn4)C[C@@H]3O)n1)CCCC2
70,Z25047,2325863085,-9.665,-0.89,diversity,0.092,CC[C@@H](NC1=CC(=O)N(c2ccccc2)C1=O)c1cccc(S(N)(=O)=O)c1
71,Z31269,2382423389,-9.661,-0.88,diversity,0.080,Cc1nnc(NC(=O)[C@H]2CC(=O)Nc3ccc(F)cc32)nc1C
72,Z39927,2386276060,-9.654,-0.88,enrichment,0.135,Cc1cc([C@@H]2CCCNC2)oc(=O)c1C(=O)NCc1ccc(-n2cncn2)cc1
73,Z38302,1857724831,-9.651,-0.87,diversity,0.079,Cc1cnc(C)c(N2CCC3(CCc4c(O)nc(N5CCOCC5)nc43)CC2)n1
74,Z40806,2382382403,-9.648,-0.87,enrichment,0.137,COc1ccnc(N2C[C@H]3[C@@H](CNC(=O)c4cncc(Cl)c4)[C@@H]4CC[C@@]3(C2)O4)n1
75,Z41401,2325773258,-9.647,-0.87,diversity,0.056,Cc1ccc(C(N)=O)cc1-c1ccc2c(c1)CC[C@@]21CC(=O)NC1=O
76,Z05095,12244434,-9.642,-0.86,diversity,0.093,O=C(NCc1cnn(-c2ccccc2)n1)[C@H]1CC(Cc2ccc3c(c2)OCO3)=NO1
77,Z30416,2382408354,-9.641,-0.86,enrichment,0.144,O=C(NC[C@H]1[C@@H]2CC[C@@]3(CN(C(=O)c4cc[nH]n4)C[C@@H]13)O2)c1ccc2c(c1)OCO2
78,Z24769,1704348796,-9.64,-0.86,enrichment,0.135,O=C(c1cnc(N2CCOCC2)nc1)N1C[C@H](O)[C@H](Cc2ccnc3ccccc23)C1
79,Z12274,1857676924,-9.639,-0.86,enrichment,0.138,Cc1ncc(C(=O)N2CCC(N3C[C@@H](COc4ccc(F)cc4)OCC3=O)CC2)[nH]1
80,Z09607,2325735543,-9.634,-0.86,diversity,0.092,Cc1cn(-c2ncccc2F)[nH]c1=NC(=O)c1cc(CN2CCN(C)CC2)on1
81,Z27255,215940597,-9.626,-0.85,enrichment,0.140,COc1cccc2ccc(CN3CCN(C(=O)c4ncn[nH]4)CC3)nc12
82,Z25570,2382383220,-9.625,-0.85,enrichment,0.140,CN=c1ccnc(N2C[C@H]3[C@@H](CNC(=O)c4cccnc4)[C@@H]4CC[C@@]3(C2)O4)[nH]1
83,Z14680,2325896279,-9.623,-0.84,enrichment,0.138,Nc1ncccc1C(=O)NCc1ccc2c(c1)C(=O)N([C@@H]1CCC(=O)NC1=O)C2
84,Z02562,6668032,-9.622,-0.84,enrichment,0.193,CC1(C)O[C@@H]2[C@H](CO)O[C@H](n3ccc(NC(=O)c4ccccc4)nc3=O)[C@@H]2O1
85,Z36882,2382333925,-9.616,-0.84,diversity,0.094,O=c1cc(CN2CC[C@@]3(C2)Cn2c(O)nnc2CO3)nc2c(O)cccn12
86,Z12322,2325868978,-9.613,-0.83,diversity,0.084,O=C(NS(=O)(=O)c1ccc2c(c1)C(=O)NCC2)c1cc([C@@H]2CCCN2)[nH]n1
87,Z26848,65748638,-9.612,-0.83,enrichment,0.173,OC[C@@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
88,Z02780,1857718750,-9.612,-0.83,diversity,0.098,Cc1nc(C)c2c(n1)O[C@@H](CN1[C@H]3CC[C@@H]1[C@@H]1CN(Cc4nccn4C)C[C@@H]13)C2
89,Z06783,2382376089,-9.61,-0.83,diversity,0.102,Nc1nc(CN2C[C@H]3CC(=O)N[C@H]3C2)nc2sc3c(c12)CCCC3
90,Z46514,2383333379,-9.609,-0.83,diversity,0.103,O=C(c1ccc(Cn2cnnn2)cc1)N1CCc2oc([C@H]3CCOC3)nc2C1
91,Z09261,1857716609,-9.608,-0.83,enrichment,0.146,CN=c1ccnc(N2C[C@@H]3[C@H](CNC(=O)c4ccncc4)[C@H]4CC[C@]3(C2)O4)[nH]1
92,Z49263,1857718155,-9.608,-0.83,enrichment,0.134,CN=c1ccnc(N2C[C@@H]3[C@H](CNC(=O)C4CCCCC4)[C@H]4CC[C@]3(C2)O4)[nH]1
93,Z04485,2382380756,-9.606,-0.83,enrichment,0.134,CN=c1ccnc(N2C[C@H]3[C@@H](CNC(=O)C4CCCCC4)[C@@H]4CC[C@@]3(C2)O4)[nH]1
94,Z43506,43771681,-9.605,-0.83,enrichment,0.229,O=C(Nc1ncnc2c1nc(O)n2[C@H]1C[C@H](O)[C@@H](CO)O1)c1ccccc1
95,Z15580,1857708907,-9.604,-0.83,enrichment,0.146,Cc1nnc(N2CCC(N3C[C@H](COc4ccc(F)cc4)OCC3=O)CC2)o1
96,Z35041,2382407530,-9.603,-0.82,diversity,0.069,Cc1nc(O)c2c(n1)CN(C(=O)[C@@H]1C[C@@H]3CCCN3[C@@]13C(=O)Nc1ccccc13)C2
97,Z36217,2382395094,-9.602,-0.82,diversity,0.072,O=C(c1c[nH]c2cc(Cl)ccc2c1=O)N1CC[C@H](O)[C@]2(CCCNC2=O)C1
98,Z02871,1425628,-9.592,-0.81,diversity,0.091,CN(C)c1nc(N)nc(Cn2nnc(-c3cccc(C(F)(F)F)c3)n2)n1
99,Z21330,95605274,-9.592,-0.81,diversity,0.120,CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1
100,Z47224,38528058,-9.588,-0.81,enrichment,0.134,C[C@@H](Oc1ccccc1)C(=O)N1CCN(c2cc(N3CCOCC3)ncn2)CC1
101,Z36092,14748095,-9.584,-0.81,diversity,0.068,C[C@@H](O)[C@@H]1NC(=O)[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3)CCN2C1=O
102,Z43318,96142195,-9.584,-0.81,diversity,0.113,Cc1cc(C(=O)N2C[C@@H]3c4ccccc4OC[C@]3(CO)C2)nc2[nH]nc(O)c12
103,Z39227,952985152,-9.571,-0.79,enrichment,0.159,O=C(NCC1CCN(c2ncnc3[nH]cnc23)CC1)[C@H]1COc2ccccc2O1
104,Z09393,2384419469,-9.57,-0.79,enrichment,0.139,Cn1ccc2c(N3C[C@H]4[C@@H](CNC(=O)Cn5cccn5)[C@@H]5CC[C@@]4(C3)O5)ccnc21
105,Z46840,1857713215,-9.568,-0.79,enrichment,0.147,COc1ccnc(N2C[C@@H]3[C@H](CNC(=O)c4ccccc4)[C@H]4CC[C@]3(C2)O4)n1
106,Z16700,2382301718,-9.567,-0.79,enrichment,0.134,O[C@H]1COC2(CCN(c3ncnc4cccc(F)c34)CC2)C[C@H]1O
107,Z20518,72171677,-9.566,-0.79,diversity,0.076,O=C(c1ccn2nnnc2c1)N1C[C@@H](c2ccccc2)[C@@H]2[C@H]1C1CCN2CC1
108,Z25324,2382413023,-9.565,-0.79,enrichment,0.172,Cn1cnc2cc(C(=O)NC[C@H]3[C@@H]4CC[C@@]5(CN(C(=O)c6cn[nH]c6)C[C@@H]35)O4)ccc21
109,Z04879,2564434,-9.561,-0.78,diversity,0.079,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1
110,Z18739,253536772,-9.551,-0.77,diversity,0.100,Cc1oc2c(c1C(=O)N1CCN(c3cc(O)nc(N)n3)CC1)C(=O)CCC2
111,Z24754,77425975,-9.547,-0.77,diversity,0.120,O=C(CCn1nnc2ccccc21)N1CCc2c(ncnc2N2CCOCC2)C1
112,Z07047,2325858668,-9.545,-0.77,diversity,0.100,Cc1ccn(-c2ccnc(C(=O)N3Cc4ccccc4[C@@H](N)C3)n2)n1
113,Z47487,203290,-9.542,-0.76,diversity,0.071,Cc1cc(C)nc(NC2=NCC(=O)N2c2ccc3c(c2)OCCO3)n1
114,Z22260,2356134394,-9.535,-0.76,diversity,0.068,O=C1Nc2ccc(S(=O)(=O)N3C[C@H]4C(=O)OC[C@H]4C3)c3cccc1c23
115,Z46226,169791288,-9.535,-0.76,diversity,0.095,CNC(=O)[C@@H]1CN(C(=O)Cn2nc(C(F)(F)F)cc2C)C[C@H]1c1nc(C)n[nH]1
116,Z05337,1506419062,-9.532,-0.75,diversity,0.077,Cc1ccccc1-n1cc(CN(C)C(=O)Cc2cc(O)nnc2O)cn1
117,Z17065,253623282,-9.531,-0.75,enrichment,0.172,Cc1cn([C@@H]2O[C@H](CC(=O)Oc3ccccc3)[C@H]3OC(C)(C)O[C@H]32)c(O)nc1=O
118,Z28715,1857680417,-9.525,-0.75,enrichment,0.135,O=C1CO[C@@H](COc2ccc(F)cc2)CN1C1CCN(c2cnccn2)CC1
119,Z42587,1857740737,-9.525,-0.75,diversity,0.091,N=c1[nH]c(CCC(=O)N2CC[C@@]34O[C@@H](c5ccccc5)CN3C(=O)C[C@@H]24)cs1
120,Z25196,2356158612,-9.523,-0.74,diversity,0.101,CC(C)c1noc(C2CCN(C(=O)[C@@H]3[C@H]4CNC[C@@H]4[C@H](O)[C@@H](O)[C@@H]3C)CC2)n1
121,Z42355,65526973,-9.512,-0.73,enrichment,0.134,O=C(c1cc2n(n1)CCN(c1cc(N3CCOCC3)ncn1)C2)N1CCCC1
122,Z26947,2325758093,-9.51,-0.73,diversity,0.120,Cc1cnc2c(c1)N(C(=O)[C@@H]1C[C@H]1C(=O)N1CCNc3ncc(C)cc31)CCN2
123,Z19844,426510298,-9.507,-0.73,diversity,0.086,CC(C)[C@@H]1C(=O)NCCN1C(=O)Nc1cc(F)c2c(c1)NC(=O)CO2
124,Z38705,2384418697,-9.502,-0.72,enrichment,0.162,Cc1nc(C(=O)NC[C@H]2[C@@H]3CC[C@@]4(CN(c5ncnc6[nH]ccc56)C[C@@H]24)O3)co1
125,Z26061,2382392895,-9.498,-0.72,diversity,0.075,CN1C[C@@H]2C[C@H](N(C)S(=O)(=O)c3ccc4nc(O)[nH]c4c3)C[C@@H]2CC1=O
126,Z21496,2382378888,-9.496,-0.72,enrichment,0.136,Cc1cnc2c(C(=O)N3C[C@H](Cc4ccccn4)[C@@H](O)C3)cnn2c1
127,Z11579,65373131,-9.492,-0.71,diversity,0.079,Cc1cccc(-n2nc(C(C)C)nc2CC[C@@H]2NC(=O)NC2=O)n1
128,Z09220,2382413135,-9.488,-0.71,enrichment,0.140,O=C(NC[C@H]1[C@@H]2CC[C@@]3(CN(C(=O)c4cccnc4O)C[C@@H]13)O2)c1ccccn1
129,Z19345,952983549,-9.487,-0.71,diversity,0.119,NCCN1C[C@]23CC[C@H](O2)[C@H](C(=O)Nc2cccc(-c4cnc[nH]4)c2)[C@@H]3C1=O
130,Z08146,243919578,-9.485,-0.71,enrichment,0.140,O=C(N[C@H](c1ccc2c(c1)CCO2)[C@H]1C[C@@H](O)C1)c1cc2ncccn2n1
131,Z27558,302883614,-9.484,-0.71,enrichment,0.143,COc1ccc(CNC(=O)C2CCN(c3nc(N)c4cnn(C)c4n3)CC2)cc1
132,Z09138,2384425151,-9.48,-0.7,enrichment,0.133,COc1ccc(C(=O)NC[C@H]2[C@@H]3CC[C@@]4(CN(Cc5cnc[nH]5)C[C@@H]24)O3)cc1
133,Z13836,2325766605,-9.479,-0.7,diversity,0.080,O=C(c1ccc2c(c1)S(=O)(=O)N(C1CC1)C2=O)N1C[C@]23CC[C@]2(COC3)C1
134,Z36204,670446942,-9.479,-0.7,diversity,0.115,Nc1nc(CNC(=O)c2cn(CCc3ccccc3)cc(C(=O)O)c2=O)cs1
135,Z37700,19312979,-9.475,-0.7,diversity,0.069,CN(C)S(=O)(=O)c1ccc2[nH]cc(C3N4CC5(C)CN3CC(C)(C4)C5=O)c2c1
136,Z07035,253535473,-9.471,-0.69,diversity,0.096,COc1cncc([C@@H](NC(=O)c2cc3c(nc2O)CCC3)[C@H]2C[C@H](O)C2)c1
137,Z32435,299768548,-9.471,-0.69,diversity,0.072,Cc1ccc(-c2nnn(C)n2)cc1NC(=O)N1CCN2CCNC(=O)[C@@H]2C1
138,Z25404,1772768868,-9.468,-0.69,diversity,0.129,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C
139,Z11890,100726814,-9.467,-0.69,diversity,0.070,O=C1CC(N[C@H]2CC(=O)N(c3ccccc3Cl)C2=O)=NC(=O)N1
140,Z21725,426410496,-9.461,-0.68,enrichment,0.139,Cc1ccc(-c2ccc(C(=O)N3C[C@H]4C[C@H](O)[C@H](O)C[C@H]4C3)cc2)c(N)n1
141,Z48810,2382379667,-9.46,-0.68,enrichment,0.143,O=C(NC[C@H]1[C@@H]2CC[C@@]3(CN(c4ncc(F)cn4)C[C@@H]13)O2)c1ccncc1
142,Z32009,23192805,-9.458,-0.68,diversity,0.099,Cn1nc(C(F)(F)F)c2cc(C(=O)NCCc3cc(=O)[nH]cn3)sc21
143,Z01540,2100539369,-9.452,-0.67,diversity,0.074,Cc1nc2nc(C)c(NC(=O)C3CCN(C(=O)[C@@H]4CCCO4)CC3)c(=O)n2[nH]1
144,Z19259,96179873,-9.451,-0.67,enrichment,0.148,O=C([C@@H]1CNC[C@H](C(=O)N2CCC(c3ccncn3)CC2)C1)N1CCOCC1
145,Z27115,2382365776,-9.451,-0.67,enrichment,0.144,Nc1cc(N2C[C@H](Cc3ccnc4ccccc34)[C@@H](O)C2)nc(N2CCOCC2)n1
146,Z24806,11904475,-9.446,-0.67,diversity,0.046,O=C1CCS(=O)(=O)N1c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1
147,Z10051,2325857453,-9.446,-0.67,diversity,0.118,Cn1ncc2cc(CNC(=O)C(=O)N3CC[C@](N)(c4ccccc4)C3)cnc21
148,Z02890,2384412460,-9.445,-0.67,enrichment,0.156,N=c1ccnc(N2C[C@H]3[C@@H](CNC(=O)COc4ccccc4)[C@@H]4CC[C@@]3(C2)O4)[nH]1
149,Z24534,91646106,-9.445,-0.67,diversity,0.112,O=C(NC[C@H]1CNCCO1)c1cnc(C23CC4CC(CC(C4)C2)C3)[nH]c1=O
150,Z21247,2384416159,-9.443,-0.66,enrichment,0.134,Cc1ncc(C(=O)NC[C@H]2[C@@H]3CC[C@@]4(CN(C(=O)c5ncccc5F)C[C@@H]24)O3)cn1
151,Z28571,1529155795,-9.443,-0.66,diversity,0.089,Cc1cc(C)n(C2CN(C(=O)[C@H]3OCC(=O)N[C@@H]3c3ccccc3)C2)n1
152,Z19462,1857687681,-9.442,-0.66,diversity,0.104,O=C(O)CN1CCC2(CC1)OCCc1cc(C(=O)NC[C@H]3CCCOC3)sc12
153,Z38682,1875245288,-9.437,-0.66,enrichment,0.160,Nc1cccc(C(=O)N2C[C@@H](O)[C@H](Cc3ccc4ccccc4n3)C2)n1
154,Z14615,2382372409,-9.431,-0.65,diversity,0.095,Cc1ccn2c(F)c(C(=O)N[C@@H]3CC[C@H](NS(=O)(=O)C4CCOCC4)C3)nc2c1
155,Z35798,2384421637,-9.429,-0.65,diversity,0.094,CN1C(=O)CO[C@H]2CN(C(=O)CCc3ccc(O)nn3)CC[C@@]21c1ccccc1
156,Z36688,1857736688,-9.428,-0.65,enrichment,0.138,Cc1ncccc1C(=O)NC[C@H]1[C@H]2CN(C3CCOCC3)C[C@]23CC[C@H]1O3
157,Z23075,2325878969,-9.428,-0.65,diversity,0.109,COC(=O)NC(C)(C)C(=O)N1C[C@@H]2CC[C@]2(NC(=O)c2cccc(=O)o2)C1
158,Z15338,952984731,-9.426,-0.65,diversity,0.108,Nc1nc2c(c(C(=O)N3CCc4nc[nH]c4[C@@H]3c3ccccn3)n1)CCCC2
159,Z18997,1857681696,-9.425,-0.65,enrichment,0.135,Cn1c(N2CC[C@H](O)C2)nc2cc(C(=O)NCc3nc4ncccc4o3)ccc21
160,Z44505,1772712373,-9.424,-0.65,enrichment,0.143,Cc1noc(C)c1CC(=O)N1C[C@H]2CN(C(=O)c3ccc(N)nc3)C[C@@]2(CO)C1
161,Z00323,2325850901,-9.424,-0.65,diversity,0.099,N[C@@H]1CCC2(CC2)C[C@H]1C(=O)NS(=O)(=O)c1cnn(-c2ccc(F)cc2)c1
162,Z32185,1857701778,-9.423,-0.64,enrichment,0.133,Cc1ncc(C(=O)N[C@@H]2CN(Cc3c[nH]nc3-c3cccc(F)c3)CC[C@@H]2O)cn1
163,Z04034,2325865754,-9.422,-0.64,diversity,0.086,Cn1cc(-c2nc(NC(=O)c3cccc4nc(CO)[nH]c34)n[nH]2)cn1
164,Z43557,2382429499,-9.42,-0.64,enrichment,0.137,Cn1nccc1C(=O)NC[C@H]1[C@H]2CN(CC(=O)N3CCCCC3)C[C@]23CC[C@H]1O3
165,Z44777,2325850530,-9.419,-0.64,diversity,0.081,O=C1CC(C(=O)NC[C@H](O)CNC(=O)c2cc(F)cc(Cl)c2)CC(=O)N1
166,Z49498,244691738,-9.417,-0.64,enrichment,0.177,O=C(N1CCOCC1)N1CCC(Nc2cc([C@H]3C[C@@H](O)C3)ncn2)CC1
167,Z15397,2382374699,-9.417,-0.64,diversity,0.108,N[C@@H]1C[C@H](O)CN(c2nnnn2Cc2ccc(-c3ccccc3)cc2)C1
168,Z05305,2384413756,-9.416,-0.64,enrichment,0.133,Cc1nc(CNC(=O)[C@@]23COC[C@@H]2CN(c2ncnc4[nH]ccc24)C3)cs1
169,Z12519,2386272613,-9.416,-0.64,diversity,0.054,O=S1(=O)CC[C@@H](NS(=O)(=O)c2cccc(-c3cccc4c3OCC4)c2)C1
170,Z41211,12376774,-9.414,-0.64,enrichment,0.140,O=C(c1n[nH]c(=O)c2ccccc12)N1CCO[C@H](COc2ccccc2)C1
171,Z37083,89866706,-9.408,-0.63,diversity,0.071,O=c1[nH]nc(-c2nc([C@H]3CCOC3)no2)c2ccccc12
172,Z06247,4502818,-9.405,-0.63,diversity,0.086,O=C1CN(C(=O)[C@H]2COc3ccccc3O2)c2ccccc2N1
173,Z23793,2382341547,-9.404,-0.63,enrichment,0.149,CC1CCN(C[C@H]2OCC[C@H](NC(=O)c3cc(-n4cnnn4)n[nH]3)[C@@H]2O)CC1
174,Z12350,426716196,-9.4,-0.62,diversity,0.068,Cc1cc(C)c2c(C(=O)N3CC4(CNC(=O)N4)C3)cc(C)nc2c1
175,Z26592,952970874,-9.398,-0.62,enrichment,0.151,O=C(Cn1cccn1)N1CCC2(CC1)CN(c1ncnc3[nH]ccc13)CCO2
176,Z41724,244715923,-9.397,-0.62,diversity,0.092,NC(=O)[C@H]1Cc2ccccc2CN1C(=O)c1cn([C@H]2CC[C@@H](N)CC2)nn1
177,Z45320,95385437,-9.396,-0.62,enrichment,0.134,O=C(NCc1nc(-c2ncccn2)no1)C1CCN(C(=O)C2CC2)CC1
178,Z46258,2325869262,-9.396,-0.62,diversity,0.102,Cc1cc(CC(=O)N2CC[C@@H](CNC(=O)c3ccc(-c4cnn[nH]4)cc3)C2)no1
179,Z39402,1704358428,-9.394,-0.62,enrichment,0.156,Cc1cc(C(=O)NC[C@H]2[C@H]3CN(c4nccc(N)n4)C[C@]34CC[C@H]2O4)no1
180,Z06159,2382366693,-9.39,-0.61,enrichment,0.151,CCC(=O)N[C@@]1(C)CCOC2(CCN(c3nc(N)c4cnn(C)c4n3)CC2)[C@@H]1O
181,Z21331,2386280142,-9.39,-0.61,diversity,0.052,O=C1NCCc2c1nc(CCc1ccccc1)[nH]c2=NCCc1cnc[nH]1
182,Z17234,4742144,-9.387,-0.61,diversity,0.080,CS(=O)(=O)Nc1cccc(C2=NN(S(C)(=O)=O)[C@@H](c3ccco3)C2)c1
183,Z30488,2100545110,-9.387,-0.61,diversity,0.076,Cn1nc(C(F)(F)F)c2c(NC(=O)c3nnc4n3CCCC4)[nH]nc21
184,Z45116,1857716690,-9.386,-0.61,enrichment,0.138,NC(=O)Cc1nc(-c2cccc(-c3ncc[nH]3)c2)n(C[C@H]2COCCO2)n1
185,Z18034,65501509,-9.385,-0.61,diversity,0.078,O=C(C(=O)N1CCn2nc(C(=O)Nc3ccccc3)cc2C1)c1cccnc1
186,Z44595,2325786213,-9.384,-0.61,enrichment,0.182,Nc1cc(N2C[C@H](O)C[C@@H]2CNC(=O)c2cccc(N3CCCC3)c2)ncn1
187,Z37429,2384418823,-9.381,-0.6,diversity,0.106,O=C1N[C@@H](Cn2nnc(C(=O)N[C@@H]3CCSC3)c2C2CCNCC2)CO1
188,Z01458,67852466,-9.379,-0.6,diversity,0.091,O=C(Cc1noc2ccccc12)N1CCC2(CC1)NCCNC2=O
